"","gender","age","party","register","rate"
"4585","Male","50-69","Liberal","No",4
"4586","Female","50-69","Liberal","Unsure",4
"4587","Female","70 or older","NDP","No",3
"4588","Female","31-49","NDP","Yes",2
"4589","Male","31-49","Conservative","No",2
"4590","Male","50-69","Conservative","Unsure",2
"4591","Male","31-49","Liberal","Yes",4
"4592","Male","50-69","Conservative","Yes",5
"4593","Female","50-69","Liberal","Yes",4
"4594","Male","50-69","Conservative","No",4
"4595","Female","31-49","Other","Unsure",5
"4596","Female","31-49","Liberal","No",1
"4597","Female","50-69","Other","No",2
"4598","Trans or Unisex","31-49","Liberal","Unsure",3
"4599","Female","31-49","Liberal","Unsure",2
"4600","Male","31-49","Liberal","Yes",4
"4601","Female","31-49","Other","No",4
"4602","Male","31-49","Liberal","No",2
"4603","Male","31-49","Conservative","No",4
"4604","Male","50-69","Liberal","No",4
"4605","Male","50-69","Conservative","No",3
"4606","Male","31-49","Liberal","No",3
"4607","Male","31-49","Liberal","Yes",5
"4608","Male","70 or older","Green","Yes",2
"4609","Trans or Unisex","70 or older","NDP","No",5
"4610","Female","31-49","NDP","No",3
"4611","Female","31-49","Liberal","Yes",3
"4612","Male","31-49","Conservative","No",3
"4613","Male","31-49","Liberal","Yes",3
"4614","Female","31-49","Liberal","Yes",5
"4615","Male","50-69","Conservative","No",4
"4616","Female","70 or older","Unsure","No",4
"4617","Male","50-69","Liberal","Yes",5
"4618","Female","31-49","Liberal","No",2
"4619","Male","50-69","Other","Yes",2
"4620","Male","50-69","Liberal","No",4
"4621","Female","31-49","Liberal","Yes",5
"4622","Male","31-49","Conservative","No",3
"4623","Male","50-69","Liberal","No",5
"4624","Male","50-69","Unsure","No",4
"4625","Female","70 or older","Conservative","Yes",2
"4626","Female","50-69","Conservative","No",3
"4627","Female","50-69","Other","Yes",5
"4628","Male","31-49","Other","Yes",2
"4629","Male","50-69","NDP","Yes",4
"4630","Female","31-49","Liberal","Yes",1
"4631","Male","31-49","Conservative","No",2
"4632","No reply","50-69","Green","Unsure",3
"4633","Female","50-69","Liberal","Yes",0
"4634","No reply","31-49","Conservative","No",2
"4635","Female","31-49","Unsure","Yes",1
"4636","Male","50-69","Other","No",5
"4637","Female","70 or older","Conservative","Yes",4
"4638","Male","31-49","Liberal","Yes",5
"4639","Male","31-49","Liberal","No",5
"4640","Female","70 or older","Conservative","No",3
"4641","Female","50-69","Liberal","No",4
"4642","Male","31-49","Unsure","Yes",3
"4643","Female","50-69","NDP","No",2
"4644","Female","31-49","Liberal","Yes",5
"4645","Female","31-49","Other","Unsure",3
"4646","Male","31-49","Liberal","Yes",5
"4647","Female","50-69","Conservative","No",2
"4648","Female","31-49","Liberal","Unsure",2
"4649","Trans or Unisex","50-69","Liberal","Unsure",2
"4650","Male","31-49","Liberal","Yes",3
"4651","Female","50-69","Liberal","No",2
"4652","Female","50-69","Other","No",4
"4653","Trans or Unisex","31-49","Liberal","Yes",2
"4654","Male","31-49","Liberal","No",2
"4655","Trans or Unisex","50-69","Conservative","Yes",5
"4656","Female","31-49","Other","No",4
"4657","Female","50-69","Conservative","No",3
"4658","Male","50-69","Liberal","Yes",4
"4659","Trans or Unisex","31-49","Liberal","Yes",3
"4660","Female","50-69","NDP","No",4
"4661","Male","31-49","Unsure","No",4
"4662","Female","50-69","Liberal","No",3
"4663","Male","31-49","Conservative","No",3
"4664","Female","50-69","Liberal","Unsure",4
"4665","Male","31-49","Conservative","No",5
"4666","Male","50-69","Liberal","Yes",3
"4667","Female","31-49","Liberal","No",0
"4668","Male","31-49","Other","No",5
"4669","Female","31-49","Conservative","Yes",2
"4670","Male","31-49","Liberal","No",2
"4671","Female","31-49","Liberal","Unsure",4
"4672","Male","70 or older","NDP","No",4
"4673","Female","70 or older","Green","Unsure",3
"4674","Male","50-69","Green","No",3
"4675","Male","31-49","Liberal","Unsure",4
"4676","Female","50-69","Other","Unsure",2
"4677","Female","70 or older","Conservative","Yes",3
"4678","Female","31-49","NDP","No",1
"4679","Male","70 or older","NDP","Yes",3
"4680","Female","50-69","Other","No",0
"4681","Female","31-49","NDP","Unsure",2
"4682","Female","50-69","NDP","No",4
"4683","Male","50-69","Liberal","No",2
"4684","Male","31-49","Conservative","Yes",0
"4685","Male","31-49","Other","No",2
"4686","Male","31-49","Liberal","No",4
"4687","Male","31-49","Liberal","Yes",4
"4688","Female","50-69","Unsure","Unsure",3
"4689","Female","50-69","Conservative","Yes",5
"4690","Male","50-69","Conservative","Yes",3
"4691","Female","50-69","Liberal","No",5
"4692","Trans or Unisex","31-49","Liberal","Unsure",4
"4693","Female","31-49","Other","Unsure",3
"4694","Male","31-49","Liberal","No",3
"4695","Female","50-69","Other","Yes",3
"4696","Male","70 or older","Liberal","No",3
"4697","Female","50-69","Liberal","No",5
"4698","Female","31-49","Conservative","Yes",5
"4699","Female","31-49","NDP","No",3
"4700","Trans or Unisex","31-49","Liberal","Yes",3
"4701","Female","50-69","Conservative","Unsure",1
"4702","Male","70 or older","Liberal","Yes",3
"4703","Female","31-49","Conservative","No",5
"4704","Male","50-69","Other","No",4
"4705","Male","31-49","Other","Yes",5
"4706","Male","31-49","NDP","No",5
"4707","Male","31-49","Liberal","Yes",4
"4708","Female","31-49","Conservative","No",3
"4709","Female","50-69","Liberal","Yes",3
"4710","Female","31-49","Unsure","Yes",2
"4711","Female","31-49","Liberal","Yes",3
"4712","Male","31-49","Liberal","Yes",3
"4713","Trans or Unisex","31-49","Unsure","No",3
"4714","Female","50-69","Liberal","Unsure",5
"4715","Male","31-49","Liberal","No",4
"4716","Male","70 or older","NDP","Yes",1
"4717","Male","50-69","Conservative","Yes",4
"4718","Female","31-49","Liberal","Yes",4
"4719","Male","31-49","Liberal","Unsure",5
"4720","Female","31-49","Liberal","No",5
"4721","Female","50-69","Liberal","No",5
"4722","Male","70 or older","Conservative","Yes",5
"4723","Male","50-69","Conservative","Yes",4
"4724","Female","50-69","Conservative","No",4
"4725","Trans or Unisex","31-49","Liberal","No",5
"4726","Male","31-49","NDP","No",5
"4727","Female","70 or older","Other","Unsure",3
"4728","Male","31-49","Conservative","No",4
"4729","Female","31-49","Conservative","Yes",3
"4730","Male","50-69","Conservative","No",4
"4731","Female","50-69","Other","Unsure",0
"4732","Male","50-69","Liberal","No",1
"4733","Male","31-49","Conservative","Yes",5
"4734","Female","31-49","NDP","No",3
"4735","Female","31-49","Liberal","No",3
"4736","Female","31-49","NDP","Unsure",5
"4737","Male","50-69","Liberal","Yes",3
"4738","Female","50-69","Other","No",5
"4739","Trans or Unisex","31-49","NDP","Yes",4
"4740","Trans or Unisex","50-69","Conservative","No",5
"4741","Male","50-69","Conservative","Unsure",0
"4742","Male","50-69","Conservative","No",3
"4743","Male","50-69","Conservative","Yes",5
"4744","Male","50-69","Liberal","Unsure",3
"4745","Female","31-49","Conservative","No",5
"4746","Female","50-69","Conservative","Yes",5
"4747","Male","50-69","Conservative","No",5
"4748","Female","31-49","Liberal","Yes",2
"4749","Male","50-69","Other","No",3
"4750","Male","31-49","Conservative","No",3
"4751","Female","31-49","NDP","Unsure",2
"4752","Female","31-49","Conservative","No",4
"4753","Male","50-69","Conservative","Unsure",2
"4754","Female","50-69","Conservative","Yes",3
"4755","Female","50-69","Conservative","No",5
"4756","Female","50-69","Liberal","Unsure",4
"4757","Male","31-49","Liberal","No",4
"4758","Male","31-49","Liberal","Yes",4
"4759","Male","31-49","Liberal","Unsure",3
"4760","Female","31-49","Liberal","No",2
"4761","Male","31-49","Liberal","Yes",1
"4762","Female","50-69","Conservative","No",5
"4763","Female","31-49","NDP","No",5
"4764","Female","31-49","Liberal","Yes",3
"4765","Male","50-69","Liberal","Yes",4
"4766","Female","31-49","Conservative","Yes",4
"4767","Male","50-69","Conservative","Yes",2
"4768","Male","50-69","Other","Yes",2
"4769","Male","70 or older","Conservative","No",2
"4770","Male","31-49","Other","Yes",5
"4771","Female","50-69","Liberal","Yes",5
"4772","Female","70 or older","Liberal","No",3
"4773","Female","50-69","NDP","Unsure",2
"4774","Female","50-69","Liberal","No",3
"4775","Female","50-69","Liberal","Yes",1
"4776","Female","50-69","Liberal","Yes",5
"4777","Male","31-49","Liberal","No",2
"4778","Female","31-49","Conservative","Yes",2
"4779","Male","31-49","Conservative","No",5
"4780","No reply","50-69","Liberal","Yes",3
"4781","Female","31-49","Conservative","Unsure",2
"4782","Male","50-69","Unsure","Yes",5
"4783","Male","31-49","Liberal","Yes",4
"4784","Male","31-49","Green","Yes",4
"4785","Female","50-69","Unsure","Unsure",5
"4786","Male","31-49","Other","No",4
"4787","Female","50-69","Unsure","No",5
"4788","Female","50-69","NDP","Yes",4
"4789","Female","50-69","Conservative","No",4
"4790","Male","31-49","Conservative","No",3
"4791","Male","31-49","Conservative","Yes",3
"4792","Female","31-49","Liberal","Unsure",4
"4793","Male","70 or older","Liberal","No",2
"4794","Female","50-69","Green","Yes",3
"4795","Male","50-69","Liberal","No",0
"4796","Female","31-49","NDP","Yes",3
"4797","Male","50-69","Conservative","Yes",3
"4798","Female","31-49","Other","No",3
"4799","Male","50-69","Conservative","No",4
"4800","Trans or Unisex","31-49","Green","No",5
"4801","Male","31-49","NDP","No",3
"4802","Female","50-69","Liberal","No",3
"4803","Male","31-49","Conservative","No",5
"4804","Male","31-49","Green","Yes",1
"4805","Female","70 or older","Conservative","No",4
"4806","Female","70 or older","Conservative","Yes",5
"4807","Male","31-49","Other","Unsure",2
"4808","No reply","50-69","Liberal","Yes",4
"4809","Male","31-49","Green","No",4
"4810","Male","70 or older","Conservative","No",5
"4811","Female","31-49","Conservative","Unsure",4
"4812","Male","31-49","Liberal","No",5
"4813","Female","50-69","Liberal","Unsure",4
"4814","Female","31-49","Liberal","Yes",2
"4815","Male","31-49","Other","No",1
"4816","Trans or Unisex","31-49","NDP","No",2
"4817","Female","31-49","Liberal","Yes",4
"4818","Female","50-69","Liberal","Yes",2
"4819","Male","31-49","Liberal","No",4
"4820","Male","70 or older","Other","Yes",4
"4821","Female","31-49","Conservative","Unsure",1
"4822","Male","31-49","Unsure","No",4
"4823","Male","50-69","Green","No",2
"4824","Male","50-69","Green","Unsure",5
"4825","Male","50-69","Conservative","Yes",3
"4826","Female","50-69","Liberal","No",4
"4827","Female","31-49","Unsure","No",3
"4828","Female","50-69","Conservative","No",2
"4829","Male","31-49","Liberal","Yes",4
"4830","Male","31-49","Liberal","Unsure",3
"4831","Female","50-69","Liberal","Unsure",5
"4832","Male","31-49","Other","Yes",5
"4833","Female","50-69","Liberal","Yes",2
"4834","Male","31-49","Conservative","Yes",2
"4835","Male","50-69","Liberal","Yes",5
"4836","Male","50-69","Conservative","No",1
"4837","Female","31-49","Liberal","Yes",1
"4838","Male","50-69","Liberal","No",4
"4839","Female","50-69","NDP","Unsure",4
"4840","Male","31-49","Liberal","Yes",3
"4841","Male","31-49","Liberal","Unsure",3
"4842","Male","31-49","Conservative","Yes",3
"4843","Female","31-49","Conservative","No",5
"4844","Male","31-49","Conservative","No",3
"4845","Female","50-69","Liberal","No",4
"4846","Female","31-49","Liberal","No",3
"4847","Female","31-49","Liberal","Yes",1
"4848","Female","50-69","Liberal","No",3
"4849","Male","50-69","Liberal","Yes",4
"4850","Female","31-49","Liberal","No",3
"4851","Male","31-49","Other","Yes",3
"4852","Female","50-69","Conservative","No",2
"4853","Male","50-69","Liberal","No",3
"4854","Trans or Unisex","31-49","NDP","No",0
"4855","Female","31-49","NDP","Yes",5
"4856","Female","31-49","NDP","Yes",4
"4857","Female","50-69","NDP","Unsure",3
"4858","Female","50-69","Liberal","Yes",1
"4859","Female","31-49","Liberal","Yes",2
"4860","Male","31-49","Conservative","No",2
"4861","Female","50-69","Conservative","Yes",4
"4862","Male","31-49","Liberal","No",3
"4863","Male","31-49","Green","Unsure",3
"4864","Female","70 or older","Unsure","Unsure",3
"4865","Female","70 or older","Liberal","Unsure",1
"4866","Female","31-49","Liberal","Yes",1
"4867","Female","50-69","NDP","No",2
"4868","Male","31-49","Liberal","No",4
"4869","Male","50-69","Conservative","Unsure",4
"4870","Female","31-49","Liberal","No",5
"4871","Female","70 or older","Other","Unsure",3
"4872","Female","31-49","Liberal","No",2
"4873","Female","31-49","Conservative","Unsure",4
"4874","Male","31-49","Liberal","Unsure",2
"4875","Male","50-69","Liberal","No",3
"4876","Female","70 or older","Other","No",3
"4877","Male","31-49","Liberal","Yes",5
"4878","Female","50-69","Liberal","No",3
"4879","Male","70 or older","Green","Yes",4
"4880","Male","50-69","Conservative","No",4
"4881","Female","31-49","Liberal","No",5
"4882","Female","31-49","NDP","No",3
"4883","Male","70 or older","Liberal","Unsure",2
"4884","Male","50-69","Liberal","Yes",3
"4885","Female","50-69","Liberal","Unsure",4
"4886","Female","50-69","Liberal","No",2
"4887","Female","31-49","Liberal","Yes",4
"4888","Female","31-49","Liberal","Yes",5
"4889","Female","50-69","Liberal","No",3
"4890","Female","50-69","Liberal","No",3
"4891","Male","31-49","Unsure","No",5
"4892","Female","50-69","NDP","No",4
"4893","Male","50-69","Other","No",2
"4894","Male","31-49","Unsure","Unsure",4
"4895","Female","31-49","Conservative","Unsure",2
"4896","Female","31-49","NDP","No",3
"4897","Male","31-49","Liberal","No",5
"4898","Female","31-49","Conservative","No",3
"4899","Male","50-69","Liberal","Yes",3
"4900","Trans or Unisex","31-49","Liberal","Yes",2
"4901","Female","50-69","Conservative","Yes",5
"4902","Female","50-69","Liberal","No",1
"4903","Male","50-69","Conservative","No",3
"4904","Male","50-69","NDP","Unsure",1
"4905","Female","50-69","Liberal","No",5
"4906","Female","31-49","Liberal","No",2
"4907","Female","31-49","Conservative","No",4
"4908","Male","50-69","Liberal","Yes",3
"4909","Male","31-49","Unsure","No",3
"4910","Female","50-69","Liberal","No",2
"4911","Male","31-49","Liberal","Yes",2
"4912","Female","31-49","Unsure","Yes",3
"4913","Male","50-69","Liberal","Yes",3
"4914","Female","31-49","Liberal","No",5
"4915","Female","31-49","Conservative","Yes",3
"4916","Female","31-49","Liberal","Yes",4
"4917","Female","31-49","Conservative","Yes",3
"4918","No reply","50-69","Liberal","Yes",2
"4919","Female","50-69","Conservative","No",1
"4920","Female","50-69","Liberal","Yes",3
"4921","Male","31-49","Liberal","Yes",5
"4922","Female","50-69","Conservative","Yes",4
"4923","Trans or Unisex","31-49","Conservative","Yes",2
"4924","Male","31-49","NDP","No",2
"4925","Female","31-49","Conservative","Unsure",3
"4926","Female","70 or older","Green","Yes",4
"4927","Male","31-49","Liberal","Unsure",3
"4928","Female","31-49","Unsure","Yes",4
"4929","Female","31-49","Conservative","No",4
"4930","Female","31-49","Liberal","Unsure",4
"4931","Female","50-69","Conservative","No",4
"4932","Female","50-69","Green","Yes",2
"4933","Female","50-69","Unsure","Yes",0
"4934","Male","50-69","Liberal","No",4
"4935","Male","31-49","Other","Unsure",5
"4936","Female","50-69","NDP","No",2
"4937","Male","31-49","Liberal","Unsure",1
"4938","Female","31-49","Liberal","Yes",5
"4939","Male","31-49","Conservative","Yes",4
"4940","Male","70 or older","Liberal","Unsure",3
"4941","Female","31-49","Conservative","Yes",4
"4942","Male","70 or older","Conservative","Yes",5
"4943","Male","50-69","Liberal","No",2
"4944","Trans or Unisex","31-49","Liberal","No",4
"4945","Male","31-49","NDP","No",5
"4946","Female","31-49","Conservative","No",4
"4947","Male","50-69","Liberal","Unsure",0
"4948","Male","50-69","Other","Unsure",0
"4949","Male","50-69","Conservative","No",4
"4950","Male","50-69","Conservative","No",3
"4951","Female","50-69","Liberal","Unsure",4
"4952","Female","50-69","Conservative","Unsure",4
"4953","Male","50-69","Liberal","Unsure",5
"4954","Male","31-49","Conservative","Yes",3
"4955","Male","50-69","Liberal","Yes",1
"4956","Male","31-49","Liberal","No",5
"4957","Male","50-69","Liberal","No",5
"4958","Female","31-49","Liberal","No",3
"4959","Female","31-49","Liberal","Yes",2
"4960","Female","50-69","Unsure","No",3
"4961","Female","50-69","Other","Unsure",2
"4962","Female","31-49","Green","Yes",4
"4963","Male","50-69","Liberal","Unsure",4
"4964","Female","50-69","Liberal","Yes",3
"4965","Female","50-69","Liberal","No",3
"4966","Female","50-69","Liberal","Yes",3
"4967","Female","50-69","Liberal","Yes",4
"4968","Female","50-69","Conservative","No",1
"4969","Female","50-69","Liberal","Yes",5
"4970","Male","31-49","Conservative","No",4
"4971","Male","31-49","Conservative","No",3
"4972","Male","50-69","Liberal","No",5
"4973","Male","31-49","Unsure","No",4
"4974","Female","31-49","NDP","Unsure",5
"4975","Male","31-49","NDP","No",1
"4976","Female","50-69","Liberal","Yes",1
"4977","Male","31-49","Unsure","No",5
"4978","Male","31-49","Liberal","No",2
"4979","Female","50-69","NDP","Unsure",2
"4980","Male","50-69","Conservative","Unsure",4
"4981","Male","31-49","Liberal","Yes",2
"4982","Male","50-69","Other","Yes",3
"4983","Male","70 or older","Liberal","Yes",3
"4984","Male","31-49","Conservative","Unsure",3
"4985","Male","31-49","Liberal","Yes",3
"4986","Female","31-49","Liberal","Yes",5
"4987","Male","31-49","Conservative","No",4
"4988","Female","31-49","Green","Unsure",2
"4989","Male","31-49","Green","No",3
"4990","Female","50-69","Liberal","No",5
"4991","Female","31-49","Conservative","Yes",5
"4992","Male","70 or older","NDP","Yes",3
"4993","Female","31-49","NDP","Unsure",4
"4994","Female","50-69","Liberal","Unsure",4
"4995","Male","31-49","Liberal","Unsure",5
"4996","Female","50-69","Liberal","No",3
"4997","Male","31-49","Liberal","Yes",4
"4998","Male","70 or older","Green","Yes",3
"4999","Male","50-69","Conservative","Unsure",3
"5000","Female","50-69","Conservative","No",4
"5001","Female","31-49","Green","Yes",2
"5002","Male","50-69","Conservative","Unsure",5
"5003","Male","31-49","Liberal","Unsure",5
"5004","Male","50-69","Liberal","Yes",3
"5005","Female","70 or older","Liberal","No",5
"5006","Male","31-49","NDP","Unsure",4
"5007","Male","50-69","Conservative","No",3
"5008","Female","31-49","Conservative","No",2
"5009","Male","31-49","Conservative","No",3
"5010","Male","50-69","Liberal","Yes",4
"5011","Male","50-69","Liberal","Unsure",2
"5012","Trans or Unisex","31-49","Other","Yes",3
"5013","Male","50-69","Liberal","Yes",2
"5014","Male","50-69","Liberal","Yes",5
"5015","Male","50-69","Liberal","Unsure",4
"5016","Male","70 or older","Conservative","Yes",3
"5017","Female","31-49","Liberal","No",0
"5018","Female","70 or older","Liberal","Yes",5
"5019","Female","31-49","Unsure","Yes",4
"5020","Female","31-49","Liberal","No",2
"5021","Male","50-69","Conservative","Yes",4
"5022","Female","31-49","Liberal","Unsure",3
"5023","Male","50-69","Liberal","Yes",2
"5024","Male","31-49","Liberal","Yes",3
"5025","Male","50-69","Conservative","Unsure",5
"5026","Male","31-49","Conservative","Unsure",4
"5027","Male","70 or older","Liberal","No",2
"5028","Female","50-69","Liberal","No",3
"5029","Male","31-49","Conservative","No",3
"5030","Male","70 or older","Unsure","Yes",5
"5031","Female","50-69","Conservative","Unsure",3
"5032","Female","50-69","Conservative","Yes",5
"5033","Male","50-69","Conservative","Yes",1
"5034","Male","31-49","Liberal","Unsure",0
"5035","Trans or Unisex","50-69","Unsure","Unsure",3
"5036","Female","50-69","Liberal","Unsure",3
"5037","Male","31-49","Liberal","No",2
"5038","Female","31-49","Liberal","No",3
"5039","Trans or Unisex","31-49","Conservative","Unsure",3
"5040","Male","70 or older","Liberal","No",5
"5041","Male","50-69","Liberal","Yes",2
"5042","Male","31-49","Liberal","Unsure",1
"5043","Female","31-49","Green","Unsure",3
"5044","Female","50-69","Liberal","Yes",4
"5045","Male","50-69","NDP","No",2
"5046","Female","31-49","Other","No",1
"5047","Female","31-49","Liberal","Yes",4
"5048","Male","70 or older","Conservative","No",3
"5049","Male","31-49","Liberal","Unsure",2
"5050","Female","31-49","Liberal","No",3
"5051","Female","31-49","Unsure","No",4
"5052","Male","50-69","Liberal","No",3
"5053","Female","70 or older","Liberal","No",2
"5054","Male","50-69","Liberal","Yes",3
"5055","Male","50-69","Conservative","Unsure",3
"5056","Female","50-69","Liberal","Unsure",3
"5057","Male","70 or older","Liberal","Yes",3
"5058","Male","70 or older","Green","No",3
"5059","Female","70 or older","NDP","Yes",3
"5060","Female","31-49","Liberal","No",3
"5061","Female","31-49","Liberal","No",3
"5062","Male","31-49","Green","No",3
"5063","Female","31-49","Liberal","No",3
"5064","Female","31-49","Liberal","No",4
"5065","Male","31-49","Liberal","Yes",4
"5066","Female","70 or older","Liberal","Unsure",3
"5067","Male","50-69","Conservative","No",3
"5068","Male","31-49","Conservative","Yes",4
"5069","Male","31-49","Liberal","Unsure",4
"5070","Male","50-69","Unsure","No",2
"5071","Female","50-69","Liberal","Unsure",5
"5072","Male","31-49","Liberal","Unsure",2
"5073","Female","31-49","Liberal","No",2
"5074","Female","50-69","Liberal","Yes",2
"5075","Female","70 or older","Liberal","Yes",2
"5076","Female","31-49","Liberal","Unsure",3
"5077","Male","31-49","Liberal","Yes",2
"5078","Female","50-69","NDP","Yes",3
"5079","Male","50-69","NDP","No",2
"5080","Female","31-49","Conservative","Yes",3
"5081","Female","31-49","NDP","Yes",2
"5082","Male","50-69","Liberal","Unsure",2
"5083","Female","31-49","Other","No",3
"5084","Female","70 or older","Conservative","No",5
"5085","Male","50-69","Liberal","Yes",5
"5086","Male","50-69","Other","No",2
"5087","Female","31-49","Unsure","Yes",3
"5088","Male","31-49","NDP","No",3
"5089","Male","50-69","Conservative","Unsure",5
"5090","Female","31-49","NDP","Yes",2
"5091","Female","31-49","NDP","No",4
"5092","Male","50-69","Liberal","Unsure",4
"5093","Male","50-69","Liberal","Yes",2
"5094","Female","31-49","Conservative","No",2
"5095","Female","31-49","Liberal","Yes",4
"5096","Female","50-69","Conservative","Unsure",4
"5097","Male","31-49","Conservative","No",4
"5098","Male","50-69","Conservative","No",2
"5099","Female","31-49","Conservative","No",4
"5100","Male","50-69","NDP","Yes",4
"5101","Female","50-69","Conservative","No",4
"5102","Male","31-49","Liberal","Unsure",3
"5103","Female","31-49","Liberal","Yes",1
"5104","Female","50-69","Conservative","Yes",2
"5105","Male","50-69","Conservative","No",4
"5106","Male","31-49","Liberal","Unsure",5
"5107","Female","50-69","Liberal","Yes",2
"5108","Male","50-69","Liberal","No",4
"5109","Male","31-49","Conservative","Unsure",1
"5110","No reply","50-69","Other","No",3
"5111","Female","31-49","Conservative","Unsure",4
"5112","Male","31-49","Conservative","No",4
"5113","Male","31-49","Liberal","No",2
"5114","Male","31-49","Conservative","Unsure",4
"5115","Male","50-69","Conservative","Unsure",2
"5116","Male","31-49","Liberal","Unsure",3
"5117","Female","50-69","Unsure","Yes",4
"5118","Male","50-69","Green","Yes",4
"5119","Male","50-69","Liberal","No",4
"5120","Male","31-49","Other","No",4
"5121","Male","50-69","Liberal","Unsure",4
"5122","Female","31-49","Liberal","Yes",4
"5123","Male","50-69","Liberal","No",0
"5124","Female","31-49","Unsure","No",4
"5125","Female","50-69","Conservative","Unsure",5
"5126","Male","50-69","Conservative","No",2
"5127","Female","70 or older","Conservative","No",5
"5128","Female","50-69","Conservative","Yes",3
"5129","Male","31-49","NDP","Yes",2
"5130","Male","31-49","Liberal","Yes",5
"5131","Male","50-69","Liberal","No",4
"5132","Female","31-49","Liberal","Yes",1
"5133","Female","70 or older","Liberal","Yes",3
"5134","Male","31-49","Liberal","No",3
"5135","Male","50-69","Green","Unsure",3
"5136","Male","31-49","Conservative","Unsure",4
"5137","Female","31-49","Conservative","Unsure",2
"5138","Female","31-49","Other","No",3
"5139","Female","31-49","Green","No",3
"5140","Male","50-69","Conservative","Unsure",3
"5141","Trans or Unisex","31-49","Conservative","No",3
"5142","Female","50-69","Liberal","Yes",1
"5143","Female","31-49","Liberal","Unsure",3
"5144","Male","50-69","Conservative","Unsure",3
"5145","Trans or Unisex","31-49","Conservative","Yes",2
"5146","Male","50-69","NDP","No",4
"5147","Male","50-69","Liberal","No",2
"5148","Male","50-69","Conservative","No",4
"5149","Male","50-69","Liberal","Unsure",2
"5150","Female","31-49","Liberal","Unsure",3
"5151","Female","50-69","NDP","Yes",5
"5152","Female","70 or older","Liberal","No",5
"5153","Female","50-69","Liberal","Unsure",5
"5154","Male","50-69","Conservative","No",3
"5155","Female","31-49","Liberal","Yes",4
"5156","Male","31-49","Liberal","Unsure",2
"5157","Female","50-69","Other","No",4
"5158","Male","31-49","Conservative","No",4
"5159","Female","50-69","Conservative","No",5
"5160","Female","70 or older","Conservative","Yes",2
"5161","Male","50-69","Liberal","No",2
"5162","Male","31-49","Unsure","Yes",2
"5163","Male","50-69","NDP","No",3
"5164","Male","50-69","Other","No",5
"5165","Female","31-49","Liberal","Yes",2
"5166","Male","50-69","Green","No",2
"5167","Female","50-69","Liberal","No",5
"5168","Male","31-49","Unsure","Yes",3
"5169","Male","31-49","Other","Yes",1
"5170","Female","50-69","Conservative","No",4
"5171","Male","31-49","Liberal","No",4
"5172","Female","31-49","Unsure","No",3
"5173","Female","31-49","Conservative","Yes",1
"5174","Female","31-49","NDP","Yes",2
"5175","Female","31-49","Liberal","Yes",4
"5176","Female","31-49","Green","Yes",5
"5177","Trans or Unisex","50-69","NDP","No",3
"5178","Male","50-69","Liberal","Yes",3
"5179","Female","31-49","Conservative","No",0
"5180","Female","50-69","Conservative","Yes",1
"5181","Trans or Unisex","50-69","Conservative","No",4
"5182","Female","31-49","Liberal","No",3
"5183","Female","50-69","Liberal","Yes",3
"5184","Male","31-49","Conservative","No",5
"5185","Female","50-69","Liberal","Yes",2
"5186","Male","50-69","Conservative","Yes",4
"5187","Male","31-49","Liberal","No",2
"5188","Male","31-49","Unsure","Yes",3
"5189","Male","31-49","Green","Yes",5
"5190","Male","31-49","Conservative","Yes",4
"5191","Trans or Unisex","31-49","Liberal","No",3
"5192","Female","31-49","Conservative","No",4
"5193","Male","70 or older","Liberal","No",3
"5194","Male","31-49","Conservative","No",2
"5195","Female","50-69","Other","Unsure",3
"5196","Trans or Unisex","31-49","Liberal","Unsure",2
"5197","Male","31-49","NDP","No",5
"5198","Male","31-49","Conservative","Yes",1
"5199","Male","31-49","Liberal","No",2
"5200","Male","50-69","Conservative","Yes",3
"5201","Female","31-49","Liberal","No",4
"5202","Male","70 or older","NDP","No",5
"5203","Male","31-49","Conservative","No",4
"5204","Female","31-49","Conservative","No",4
"5205","Male","31-49","Liberal","Unsure",2
"5206","Male","50-69","Unsure","Yes",4
"5207","Female","31-49","Liberal","No",5
"5208","Male","50-69","Unsure","Unsure",4
"5209","Trans or Unisex","50-69","Conservative","Unsure",4
"5210","Female","31-49","Other","Yes",2
"5211","Female","50-69","Other","Unsure",4
"5212","Female","31-49","Liberal","No",4
"5213","Male","50-69","Liberal","Yes",3
"5214","Female","70 or older","Conservative","No",1
"5215","Female","50-69","Liberal","Unsure",2
"5216","Female","50-69","NDP","Yes",4
"5217","Male","50-69","Conservative","Yes",4
"5218","Male","50-69","Conservative","Yes",2
"5219","Male","31-49","Conservative","No",4
"5220","Male","31-49","NDP","Yes",2
"5221","Female","50-69","Liberal","No",3
"5222","Female","31-49","Unsure","Yes",3
"5223","Male","31-49","Conservative","Unsure",5
"5224","Male","31-49","Liberal","No",3
"5225","Male","31-49","Liberal","No",1
"5226","Female","50-69","NDP","No",3
"5227","Female","31-49","Liberal","No",2
"5228","Male","50-69","Liberal","No",4
"5229","Female","31-49","Liberal","No",5
"5230","Female","50-69","Liberal","Yes",4
"5231","Male","31-49","Liberal","Yes",4
"5232","Male","50-69","Liberal","No",5
"5233","Female","31-49","Green","No",5
"5234","Female","50-69","Liberal","No",3
"5235","Male","70 or older","NDP","Yes",3
"5236","Male","31-49","Liberal","Yes",5
"5237","Trans or Unisex","31-49","Liberal","No",5
"5238","Male","31-49","Liberal","No",3
"5239","Female","70 or older","Other","Yes",3
